profile,phase,start_ps,end_ps,component_path,dynamic_w,leakage_w,total_w,temperature_used_c,temperature_returned_c
temperature_aware,update,5300000000,5400000000,/chip/cluster_14/redmule,0,0.13255509256357909,0.13255509256357909,27.605000000000018,27.608000000000004
temperature_aware,update,5300000000,5400000000,/chip/cluster_14/tcdm,0,0.021682349012440295,0.021682349012440295,27.66500000000002,27.668000000000006
temperature_aware,update,5300000000,5400000000,/chip/cluster_15/redmule,0,0.1326034123968363,0.1326034123968363,27.61500000000001,27.61700000000002
temperature_aware,update,5300000000,5400000000,/chip/cluster_15/tcdm,0,0.021723710877640693,0.021723710877640693,27.730999999999995,27.734000000000037
temperature_aware,update,5400000000,5500000000,/chip/cluster_0/redmule,3.925868543999405,0.2485977627863097,4.174466306785715,47.24400000000003,47.20400000000001
temperature_aware,update,5400000000,5500000000,/chip/cluster_0/tcdm,0.04289075333099097,0.027080072421067358,0.06997082575205832,36.27800000000002,36.293000000000006
temperature_aware,update,5400000000,5500000000,/chip/cluster_1/redmule,0,0.13848876808759927,0.13848876808759927,28.833000000000027,28.843000000000018
temperature_aware,update,5400000000,5500000000,/chip/cluster_1/tcdm,0,0.021710550284167678,0.021710550284167678,27.710000000000036,27.713000000000022
temperature_aware,update,5400000000,5500000000,/chip/cluster_2/redmule,0,0.13266622818007112,0.13266622818007112,27.628000000000043,27.63100000000003
temperature_aware,update,5400000000,5500000000,/chip/cluster_2/tcdm,0,0.021693629521131366,0.021693629521131366,27.68300000000005,27.685000000000002
temperature_aware,update,5400000000,5500000000,/chip/cluster_3/redmule,0,0.13269522008002518,0.13269522008002518,27.634000000000015,27.636000000000024
temperature_aware,update,5400000000,5500000000,/chip/cluster_3/tcdm,0,0.021733111301549972,0.021733111301549972,27.746000000000038,27.748000000000047
temperature_aware,update,5400000000,5500000000,/chip/cluster_4/redmule,0,0.1409047597504747,0.1409047597504747,29.333000000000027,29.343000000000018
temperature_aware,update,5400000000,5500000000,/chip/cluster_4/tcdm,0,0.022217546480334253,0.022217546480334253,28.519000000000005,28.52600000000001
temperature_aware,update,5400000000,5500000000,/chip/cluster_5/redmule,0,0.13339585766225934,0.13339585766225934,27.778999999999996,27.783000000000015
temperature_aware,update,5400000000,5500000000,/chip/cluster_5/tcdm,0,0.021692376131276937,0.021692376131276937,27.68100000000004,27.684000000000026
temperature_aware,update,5400000000,5500000000,/chip/cluster_6/redmule,0,0.13260824438016175,0.13260824438016175,27.616000000000042,27.619000000000028
temperature_aware,update,5400000000,5500000000,/chip/cluster_6/tcdm,0,0.021688615961713342,0.021688615961713342,27.67500000000001,27.677999999999997
temperature_aware,update,5400000000,5500000000,/chip/cluster_7/redmule,0,0.13265173223009347,0.13265173223009347,27.625,27.62700000000001
temperature_aware,update,5400000000,5500000000,/chip/cluster_7/tcdm,0,0.021729351131986232,0.021729351131986232,27.74000000000001,27.74200000000002
temperature_aware,update,5400000000,5500000000,/chip/cluster_8/redmule,0,0.13256958851355552,0.13256958851355552,27.608000000000004,27.610000000000014
temperature_aware,update,5400000000,5500000000,/chip/cluster_8/tcdm,0,0.021691122741422205,0.021691122741422205,27.67900000000003,27.682000000000016
temperature_aware,update,5400000000,5500000000,/chip/cluster_9/redmule,0,0.13261307636348724,0.13261307636348724,27.61700000000002,27.619000000000028
temperature_aware,update,5400000000,5500000000,/chip/cluster_9/tcdm,0,0.021688615961713342,0.021688615961713342,27.67500000000001,27.677999999999997
temperature_aware,update,5400000000,5500000000,/chip/cluster_10/redmule,0,0.13260824438016175,0.13260824438016175,27.616000000000042,27.617999999999995
temperature_aware,update,5400000000,5500000000,/chip/cluster_10/tcdm,0,0.021688615961713342,0.021688615961713342,27.67500000000001,27.677999999999997
temperature_aware,update,5400000000,5500000000,/chip/cluster_11/redmule,0,0.13265173223009347,0.13265173223009347,27.625,27.62700000000001
temperature_aware,update,5400000000,5500000000,/chip/cluster_11/tcdm,0,0.021729351131986232,0.021729351131986232,27.74000000000001,27.74200000000002
temperature_aware,update,5400000000,5500000000,/chip/cluster_12/redmule,0,0.13248744479701757,0.13248744479701757,27.591000000000008,27.59400000000005
temperature_aware,update,5400000000,5500000000,/chip/cluster_12/tcdm,0,0.021683602402294874,0.021683602402294874,27.66700000000003,27.66900000000004
temperature_aware,update,5400000000,5500000000,/chip/cluster_13/redmule,0,0.13256958851355552,0.13256958851355552,27.608000000000004,27.610000000000014
temperature_aware,update,5400000000,5500000000,/chip/cluster_13/tcdm,0,0.02168422909722209,0.02168422909722209,27.668000000000006,27.670000000000016
temperature_aware,update,5400000000,5500000000,/chip/cluster_14/redmule,0,0.13256958851355552,0.13256958851355552,27.608000000000004,27.610000000000014
temperature_aware,update,5400000000,5500000000,/chip/cluster_14/tcdm,0,0.02168422909722209,0.02168422909722209,27.668000000000006,27.670000000000016
temperature_aware,update,5400000000,5500000000,/chip/cluster_15/redmule,0,0.13261307636348724,0.13261307636348724,27.61700000000002,27.620000000000005
temperature_aware,update,5400000000,5500000000,/chip/cluster_15/tcdm,0,0.02172559096242249,0.02172559096242249,27.734000000000037,27.736000000000047
temperature_aware,update,5500000000,5600000000,/chip/cluster_0/redmule,4.127195135999375,0.24828771178189038,4.3754828477812655,47.20400000000001,47.31400000000002
temperature_aware,update,5500000000,5600000000,/chip/cluster_0/tcdm,0.043092481357111634,0.027089472844976484,0.07018195420208811,36.293000000000006,36.32800000000003
temperature_aware,update,5500000000,5600000000,/chip/cluster_1/redmule,0,0.13853708792085648,0.13853708792085648,28.843000000000018,28.851
temperature_aware,update,5500000000,5600000000,/chip/cluster_1/tcdm,0,0.021712430368949622,0.021712430368949622,27.713000000000022,27.716000000000008
temperature_aware,update,5500000000,5600000000,/chip/cluster_2/redmule,0,0.13268072413004875,0.13268072413004875,27.63100000000003,27.633000000000038
temperature_aware,update,5500000000,5600000000,/chip/cluster_2/tcdm,0,0.02169488291098565,0.02169488291098565,27.685000000000002,27.687000000000012
